epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,621.169,2.11097,1.01802,1.06108,0.64902,0.40242,0.43008,0.15069,2.0686,0.98322,1.06992,0.003862,0.003862,0.003862
64,630.653,2.12388,1.02463,1.04611,0.58219,0.40614,0.40605,0.13585,2.10725,1.03454,1.07668,0.003763,0.003763,0.003763
65,640.061,2.11164,1.02563,1.05087,0.60822,0.39657,0.41817,0.14257,2.11654,1.00483,1.08059,0.003664,0.003664,0.003664
66,649.422,2.05711,0.9838,1.05322,0.5826,0.41957,0.43342,0.15196,2.06734,0.99254,1.06875,0.003565,0.003565,0.003565
67,658.797,2.08155,1.00634,1.05514,0.59905,0.41981,0.43614,0.15379,2.05987,0.96571,1.06652,0.003466,0.003466,0.003466
68,668.438,2.08344,1.00192,1.04985,0.59187,0.41905,0.43355,0.15124,2.07653,0.97374,1.07014,0.003367,0.003367,0.003367
69,677.819,2.03885,0.97922,1.05455,0.54375,0.43023,0.42721,0.14988,2.07341,0.97871,1.06884,0.003268,0.003268,0.003268
70,687.238,2.08145,0.99629,1.04852,0.54396,0.45275,0.4466,0.15841,2.04259,0.96786,1.06318,0.003169,0.003169,0.003169
71,696.356,2.08394,1.00345,1.04258,0.58423,0.43757,0.44584,0.15702,2.05243,0.96706,1.06512,0.00307,0.00307,0.00307
72,705.778,2.07205,0.98977,1.04258,0.58435,0.41741,0.43559,0.1492,2.08899,0.98443,1.07176,0.002971,0.002971,0.002971
73,715.225,2.10991,1.0103,1.04511,0.5782,0.42985,0.437,0.15178,2.07433,0.96007,1.06809,0.002872,0.002872,0.002872
74,724.583,2.05303,0.98907,1.03496,0.58151,0.43913,0.44339,0.15561,2.05727,0.96138,1.06613,0.002773,0.002773,0.002773
75,734.112,2.08226,0.9923,1.04844,0.58232,0.43086,0.44135,0.15382,2.06329,0.96328,1.06636,0.002674,0.002674,0.002674
76,743.413,2.03902,0.97927,1.04679,0.56686,0.45111,0.44691,0.15537,2.05785,0.96115,1.06485,0.002575,0.002575,0.002575
77,752.841,2.03602,0.96326,1.02884,0.5603,0.41327,0.42363,0.14553,2.07475,0.96817,1.06806,0.002476,0.002476,0.002476
78,762.184,2.06228,0.98353,1.03554,0.56954,0.43441,0.43537,0.15227,2.06203,0.96933,1.06519,0.002377,0.002377,0.002377
79,771.5,2.05561,0.97279,1.03848,0.59447,0.43899,0.45348,0.15797,2.05375,0.95125,1.06376,0.002278,0.002278,0.002278
80,780.909,2.08474,0.98335,1.0454,0.59108,0.44341,0.44685,0.15562,2.04365,0.95758,1.06208,0.002179,0.002179,0.002179
81,790.68,2.04851,0.97921,1.03974,0.59045,0.44934,0.45601,0.15802,2.03525,0.95325,1.06086,0.00208,0.00208,0.00208
82,800.064,2.04241,0.96758,1.03736,0.59007,0.44948,0.45724,0.16215,2.03419,0.94692,1.05997,0.001981,0.001981,0.001981
83,809.205,2.07087,0.97843,1.04367,0.58023,0.44471,0.45087,0.15799,2.05075,0.95597,1.06426,0.001882,0.001882,0.001882
84,818.541,2.02456,0.9599,1.04649,0.58476,0.45304,0.46009,0.16084,2.05027,0.95446,1.06236,0.001783,0.001783,0.001783
85,828.008,2.01821,0.96196,1.04448,0.62899,0.42248,0.44883,0.15562,2.06788,0.97173,1.06701,0.001684,0.001684,0.001684
86,837.234,2.06348,0.97136,1.04143,0.58414,0.44613,0.46022,0.15963,2.04129,0.94688,1.0639,0.001585,0.001585,0.001585
87,846.607,2.03826,0.96702,1.03368,0.57207,0.43756,0.44548,0.15838,2.05673,0.94864,1.0642,0.001486,0.001486,0.001486
88,856.07,2.01522,0.95533,1.03293,0.59888,0.43068,0.45581,0.16227,2.0476,0.94902,1.06263,0.001387,0.001387,0.001387
89,865.455,2.04564,0.96242,1.03741,0.64066,0.43442,0.46277,0.16143,2.04166,0.95459,1.06092,0.001288,0.001288,0.001288
90,875.045,2.05456,0.96748,1.04284,0.57703,0.44017,0.45141,0.15689,2.05711,0.96124,1.06478,0.001189,0.001189,0.001189
91,886.183,2.04318,0.99825,1.06007,0.54404,0.44353,0.44571,0.15824,2.04244,0.95869,1.06223,0.00109,0.00109,0.00109
92,895.077,2.0187,0.95906,1.06515,0.61135,0.44572,0.45331,0.15965,2.02577,0.97332,1.05902,0.000991,0.000991,0.000991
93,903.765,2.03443,0.96275,1.05146,0.6072,0.43275,0.4485,0.15692,2.04755,0.97573,1.06068,0.000892,0.000892,0.000892
94,912.758,1.9937,0.94683,1.04135,0.62057,0.41872,0.43649,0.15032,2.06454,0.96884,1.06333,0.000793,0.000793,0.000793
95,921.554,2.02002,0.95073,1.04418,0.61972,0.43459,0.45095,0.15633,2.0567,0.95384,1.06145,0.000694,0.000694,0.000694
96,930.316,1.99007,0.93172,1.03744,0.62789,0.43753,0.4578,0.1582,2.03674,0.95714,1.05865,0.000595,0.000595,0.000595
97,939.075,1.98373,0.94031,1.05086,0.6306,0.42964,0.45566,0.15869,2.04799,0.95977,1.06199,0.000496,0.000496,0.000496
98,947.83,1.99399,0.93383,1.03688,0.62828,0.43992,0.46019,0.1599,2.0377,0.95208,1.05852,0.000397,0.000397,0.000397
99,956.668,1.98752,0.93851,1.04311,0.62507,0.44254,0.46099,0.16052,2.03909,0.94916,1.058,0.000298,0.000298,0.000298
100,965.424,2.00734,0.94244,1.04053,0.5974,0.45598,0.46287,0.16194,2.03288,0.94843,1.05728,0.000199,0.000199,0.000199
