epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.9612,3.17224,4.13042,4.24731,0.00209,0.7514,0.00283,0.00058,3.24559,3.43135,4.11939,0.070625,0.00326389,0.00326389
2,39.4782,3.09775,4.04548,4.18499,0.00212,0.7514,0.00324,0.0007,3.16743,3.39914,4.07317,0.0405597,0.00653191,0.00653191
3,48.1009,3.01637,3.93406,4.1026,0.00213,0.7724,0.00531,0.00112,3.08917,3.40924,4.19025,0.0104284,0.00973393,0.00973393
4,56.435,2.93485,3.85626,3.9836,0.00168,0.4523,0.00364,0.00086,2.86318,73.8685,7.26752,0.009703,0.009703,0.009703
5,64.7332,2.87375,3.76979,3.78042,0.00011,0.06439,7e-05,1e-05,3.51971,5.43997,5.61152,0.009604,0.009604,0.009604
6,73.1567,2.72029,3.63787,3.527,0.50394,0.01705,0.00225,0.00061,2.54752,12.2147,3.24428,0.009505,0.009505,0.009505
7,81.5899,2.64877,3.54307,3.31139,0.53019,0.10795,0.04145,0.01091,2.53708,5.4078,3.0768,0.009406,0.009406,0.009406
8,89.8372,2.58507,3.47582,3.2084,0.5391,0.14583,0.09286,0.02539,2.51671,3.42082,3.02005,0.009307,0.009307,0.009307
9,98.3202,2.48743,3.40318,3.08991,0.81349,0.14583,0.12297,0.03814,2.25476,2.86704,2.76838,0.009208,0.009208,0.009208
10,106.642,2.38107,3.29615,3.00947,0.50247,0.01326,0.00384,0.00089,2.74456,3.96233,4.00603,0.009109,0.009109,0.009109
11,115.147,2.32166,3.1428,2.90636,0.00352,0.31203,0.00313,0.00099,2.9499,32.6908,3.45224,0.00901,0.00901,0.00901
12,123.409,2.27279,3.07122,2.79855,0.0585,0.15964,0.03757,0.00961,2.34936,4.91976,2.82139,0.008911,0.008911,0.008911
13,131.765,2.19771,3.03921,2.70267,0.50493,0.03977,0.00421,0.00099,3.26681,7.74909,3.70557,0.008812,0.008812,0.008812
14,140.027,2.13512,2.94927,2.61819,0.00097,0.30131,0.00099,0.00023,3.3546,7.94616,3.69855,0.008713,0.008713,0.008713
15,148.384,2.09405,2.88006,2.57285,0.00418,0.125,0.00649,0.00184,2.44273,5.3044,2.90649,0.008614,0.008614,0.008614
16,156.702,2.04807,2.80511,2.50804,0.01969,0.20174,0.01173,0.00328,2.30542,5.15014,2.79077,0.008515,0.008515,0.008515
17,165.036,1.99576,2.74528,2.44351,0.25895,0.06818,0.01022,0.00258,2.58298,4.39038,3.00552,0.008416,0.008416,0.008416
18,173.311,1.94776,2.62823,2.38195,0.15902,0.22629,0.07437,0.02655,2.08724,3.65497,2.63119,0.008317,0.008317,0.008317
19,181.648,1.93615,2.57335,2.31759,0.18557,0.28562,0.17735,0.07619,1.85128,2.8879,2.35963,0.008218,0.008218,0.008218
20,190.15,1.88732,2.54362,2.29143,0.51489,0.0322,0.00716,0.00178,2.73253,4.6931,3.29737,0.008119,0.008119,0.008119
21,198.35,1.82972,2.46265,2.22499,0.42585,0.28476,0.21853,0.09729,1.81374,2.43281,2.27275,0.00802,0.00802,0.00802
22,206.595,1.83053,2.41824,2.1998,0.50645,0.00947,0.00296,0.00077,2.86861,5.67896,3.45669,0.007921,0.007921,0.007921
23,214.853,1.7908,2.38087,2.16615,0.21958,0.32962,0.20037,0.08165,1.83619,2.39048,2.28812,0.007822,0.007822,0.007822
24,223.271,1.73397,2.28044,2.11286,0.14393,0.24829,0.14906,0.066,2.06138,2.77971,2.52339,0.007723,0.007723,0.007723
25,231.592,1.69855,2.24196,2.07901,0.5079,0.00947,0.0024,0.00069,3.20167,5.36881,3.7314,0.007624,0.007624,0.007624
26,239.819,1.63639,2.15966,2.03423,0.38122,0.30847,0.23128,0.11537,1.69005,2.45121,2.19016,0.007525,0.007525,0.007525
27,248.154,1.61879,2.12089,2.00788,0.22736,0.29991,0.2534,0.12374,1.67972,2.2685,2.18107,0.007426,0.007426,0.007426
28,256.56,1.59008,2.09387,1.97318,0.30346,0.10227,0.05146,0.01719,2.46132,3.40825,2.85799,0.007327,0.007327,0.007327
29,264.761,1.52682,2.03153,1.90989,0.08057,0.23086,0.10125,0.03958,2.02704,2.76851,2.52441,0.007228,0.007228,0.007228
30,273.107,1.5019,1.9756,1.87841,0.21126,0.49808,0.2741,0.13711,1.55491,2.09564,2.12464,0.007129,0.007129,0.007129
31,281.476,1.44932,1.94138,1.8303,0.21827,0.28232,0.24574,0.11932,1.69943,2.07881,2.24955,0.00703,0.00703,0.00703
32,289.886,1.41719,1.86321,1.79122,0.20747,0.47286,0.24362,0.10765,1.72275,2.14395,2.28189,0.006931,0.006931,0.006931
33,299.197,1.36548,1.81735,1.75391,0.17537,0.39097,0.19463,0.08233,1.71794,2.57924,2.26084,0.006832,0.006832,0.006832
34,307.464,1.32988,1.7531,1.72451,0.21877,0.46696,0.24924,0.12997,1.61688,2.06438,2.13307,0.006733,0.006733,0.006733
35,315.646,1.31265,1.75752,1.72474,0.32452,0.37254,0.31911,0.17033,1.5324,2.08254,2.06011,0.006634,0.006634,0.006634
36,324.021,1.27085,1.64295,1.65626,0.26224,0.46631,0.30363,0.16812,1.44962,1.75468,2.02902,0.006535,0.006535,0.006535
37,332.306,1.2331,1.63247,1.64041,0.24591,0.3991,0.25028,0.11432,1.7355,2.08007,2.34137,0.006436,0.006436,0.006436
38,340.648,1.22055,1.5887,1.61276,0.26988,0.33216,0.30905,0.15184,1.59038,1.99382,2.13898,0.006337,0.006337,0.006337
39,348.845,1.18625,1.56355,1.59965,0.23315,0.48784,0.31981,0.17453,1.54641,1.98944,2.11739,0.006238,0.006238,0.006238
40,357.236,1.18024,1.58459,1.57508,0.24375,0.42193,0.30235,0.1463,1.59094,2.01677,2.12172,0.006139,0.006139,0.006139
41,365.493,1.14102,1.53319,1.56785,0.17943,0.44833,0.27854,0.13836,1.55565,2.15881,2.08448,0.00604,0.00604,0.00604
42,373.75,1.14913,1.51706,1.54672,0.48345,0.38838,0.29645,0.16307,1.42141,1.8039,1.97384,0.005941,0.005941,0.005941
43,381.941,1.12815,1.50493,1.54434,0.31731,0.43498,0.38019,0.20791,1.37869,1.69883,1.94678,0.005842,0.005842,0.005842
44,390.311,1.105,1.47305,1.53086,0.21427,0.44651,0.29412,0.15696,1.50091,2.01926,2.06249,0.005743,0.005743,0.005743
45,398.678,1.09908,1.43462,1.51244,0.337,0.51154,0.45959,0.271,1.31196,1.61754,1.88692,0.005644,0.005644,0.005644
46,407.123,1.06526,1.39199,1.48252,0.34253,0.59866,0.43777,0.24845,1.37847,1.69742,1.95957,0.005545,0.005545,0.005545
47,415.445,1.0648,1.3952,1.47414,0.42433,0.504,0.46552,0.29164,1.22296,1.43048,1.77658,0.005446,0.005446,0.005446
48,423.897,1.04607,1.36203,1.46849,0.43108,0.56119,0.47487,0.31276,1.12234,1.45749,1.69528,0.005347,0.005347,0.005347
49,432.38,1.06506,1.33732,1.47039,0.38741,0.476,0.43801,0.28549,1.17283,1.49952,1.74932,0.005248,0.005248,0.005248
50,440.736,0.99971,1.30953,1.42237,0.35324,0.48164,0.39198,0.23773,1.38819,1.82315,1.91838,0.005149,0.005149,0.005149
51,449.076,1.03146,1.34431,1.45305,0.30227,0.57874,0.41911,0.25259,1.30356,1.51035,1.89502,0.00505,0.00505,0.00505
52,457.53,1.02255,1.31937,1.44706,0.49293,0.49675,0.46695,0.30873,1.11854,1.40825,1.67144,0.004951,0.004951,0.004951
53,465.98,0.99959,1.27824,1.4122,0.48595,0.4311,0.46705,0.32427,1.08626,1.36252,1.66686,0.004852,0.004852,0.004852
54,474.514,0.9782,1.30155,1.4081,0.36942,0.54349,0.46355,0.32186,1.10141,1.42725,1.67141,0.004753,0.004753,0.004753
55,482.897,0.98313,1.27315,1.42221,0.43327,0.49549,0.46017,0.30892,1.06973,1.33454,1.64118,0.004654,0.004654,0.004654
56,491.369,0.95797,1.25472,1.39935,0.50708,0.40044,0.40807,0.24924,1.29677,1.80965,1.83253,0.004555,0.004555,0.004555
57,499.603,0.97954,1.25651,1.39894,0.39374,0.559,0.47868,0.32,1.15043,1.43174,1.76395,0.004456,0.004456,0.004456
58,507.93,0.89204,1.16011,1.34438,0.399,0.47935,0.46475,0.33,1.04519,1.3279,1.60439,0.004357,0.004357,0.004357
59,516.294,0.95002,1.22175,1.38354,0.4402,0.53126,0.46685,0.31927,1.07195,1.33058,1.65254,0.004258,0.004258,0.004258
60,524.893,0.92299,1.19556,1.36679,0.34379,0.52349,0.37055,0.25415,1.23778,1.87784,1.75581,0.004159,0.004159,0.004159
61,533.258,0.92051,1.18118,1.36148,0.52131,0.51064,0.52061,0.36204,1.01084,1.228,1.576,0.00406,0.00406,0.00406
62,541.53,0.90876,1.1999,1.35236,0.36823,0.59196,0.45492,0.31991,1.07203,1.42423,1.63931,0.003961,0.003961,0.003961
63,549.962,0.87359,1.1498,1.33385,0.37754,0.56291,0.47497,0.34392,1.02832,1.29176,1.58305,0.003862,0.003862,0.003862
64,558.686,0.9151,1.17474,1.35886,0.47258,0.4623,0.44238,0.2817,1.22659,1.59538,1.78654,0.003763,0.003763,0.003763
65,567.552,0.88257,1.16338,1.33293,0.37062,0.56977,0.48455,0.35275,1.0185,1.32056,1.59766,0.003664,0.003664,0.003664
66,576.09,0.86801,1.11417,1.33641,0.54143,0.44018,0.47005,0.32418,1.06904,1.36725,1.6494,0.003565,0.003565,0.003565
67,584.756,0.86784,1.11739,1.31866,0.40238,0.6029,0.49403,0.36255,1.03407,1.37593,1.61665,0.003466,0.003466,0.003466
68,593.163,0.83068,1.10756,1.29478,0.41099,0.58763,0.4944,0.34421,1.03097,1.38717,1.60383,0.003367,0.003367,0.003367
69,601.401,0.84783,1.09772,1.30533,0.46161,0.48693,0.50794,0.35967,1.02178,1.29192,1.5951,0.003268,0.003268,0.003268
70,609.797,0.84198,1.07157,1.29325,0.38146,0.62474,0.50187,0.36268,0.98569,1.2942,1.55368,0.003169,0.003169,0.003169
71,618.324,0.81571,1.06857,1.29223,0.37321,0.61077,0.46966,0.34862,0.94224,1.25606,1.50712,0.00307,0.00307,0.00307
72,626.775,0.83807,1.08725,1.30175,0.36826,0.60207,0.50681,0.37266,0.9996,1.25649,1.54607,0.002971,0.002971,0.002971
73,635.082,0.83195,1.0792,1.28072,0.4303,0.56904,0.48506,0.33777,1.00098,1.29595,1.54629,0.002872,0.002872,0.002872
74,643.475,0.80158,1.05281,1.27521,0.43903,0.61302,0.52093,0.37504,1.00121,1.25222,1.5632,0.002773,0.002773,0.002773
75,652.026,0.8251,1.03775,1.29726,0.43125,0.6621,0.49222,0.35664,1.00781,1.24341,1.55163,0.002674,0.002674,0.002674
76,660.334,0.82437,1.03837,1.29601,0.39159,0.63345,0.48489,0.35694,0.97226,1.38106,1.52182,0.002575,0.002575,0.002575
77,668.643,0.78815,1.04093,1.26189,0.37206,0.68584,0.51677,0.36882,0.96857,1.27918,1.53206,0.002476,0.002476,0.002476
78,676.915,0.78747,1.02858,1.2712,0.52716,0.49392,0.53609,0.37692,0.97668,1.28173,1.52175,0.002377,0.002377,0.002377
79,685.402,0.76443,1.00679,1.24666,0.38655,0.59525,0.49921,0.35316,1.00515,1.35944,1.53835,0.002278,0.002278,0.002278
80,693.785,0.77554,1.04143,1.2495,0.45808,0.61491,0.54993,0.42116,0.89465,1.1875,1.44904,0.002179,0.002179,0.002179
81,702.215,0.77392,1.00857,1.25779,0.45467,0.69159,0.53754,0.39951,0.91778,1.1856,1.4712,0.00208,0.00208,0.00208
82,710.772,0.76905,1.00262,1.2432,0.38023,0.6937,0.51739,0.39273,0.92796,1.26132,1.52938,0.001981,0.001981,0.001981
83,719.216,0.74233,0.98941,1.23763,0.47918,0.51702,0.50963,0.37605,0.90088,1.21003,1.44986,0.001882,0.001882,0.001882
84,727.552,0.72467,0.99487,1.22493,0.49494,0.53449,0.54975,0.40392,0.89767,1.18591,1.44878,0.001783,0.001783,0.001783
85,735.933,0.76927,0.99316,1.25113,0.53129,0.51769,0.50603,0.37365,1.00553,1.31188,1.57951,0.001684,0.001684,0.001684
