epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,744.23,0.74023,0.99061,1.24266,0.46476,0.5636,0.49678,0.36712,0.91962,1.31247,1.49796,0.001585,0.001585,0.001585
87,752.788,0.71427,0.94063,1.21056,0.4489,0.64622,0.50767,0.38774,0.86547,1.20391,1.4148,0.001486,0.001486,0.001486
88,761.192,0.73424,0.96261,1.23046,0.52888,0.54228,0.52084,0.39641,0.87569,1.17547,1.42312,0.001387,0.001387,0.001387
89,769.6,0.74444,0.97993,1.24754,0.40992,0.63353,0.50455,0.37372,0.94204,1.23569,1.49906,0.001288,0.001288,0.001288
90,777.862,0.7137,0.96474,1.21012,0.47204,0.54234,0.50643,0.38796,0.8908,1.2296,1.44294,0.001189,0.001189,0.001189
91,789.133,0.73318,1.05893,1.33731,0.47545,0.53269,0.49853,0.38394,0.9204,1.19931,1.49797,0.00109,0.00109,0.00109
92,797.441,0.68647,0.91314,1.31573,0.5307,0.54769,0.52856,0.41007,0.88232,1.21873,1.45905,0.000991,0.000991,0.000991
93,805.677,0.64673,0.86886,1.26357,0.54543,0.55176,0.54727,0.43256,0.88114,1.11407,1.4631,0.000892,0.000892,0.000892
94,814.204,0.62976,0.83351,1.24534,0.4179,0.59516,0.5122,0.39771,0.88357,1.21478,1.44915,0.000793,0.000793,0.000793
95,822.707,0.62011,0.80759,1.22139,0.46565,0.55484,0.50248,0.39468,0.85658,1.24909,1.4197,0.000694,0.000694,0.000694
96,830.949,0.63206,0.79245,1.23639,0.55395,0.52898,0.53673,0.42684,0.841,1.20136,1.40532,0.000595,0.000595,0.000595
97,839.666,0.59017,0.79164,1.21377,0.4918,0.61378,0.56773,0.45228,0.84571,1.19393,1.41257,0.000496,0.000496,0.000496
98,847.791,0.60569,0.7957,1.22266,0.52981,0.55797,0.55293,0.43067,0.82927,1.13563,1.39413,0.000397,0.000397,0.000397
99,856.005,0.57262,0.76644,1.20144,0.53099,0.55118,0.54416,0.42894,0.8022,1.13811,1.36614,0.000298,0.000298,0.000298
100,864.239,0.58902,0.75753,1.19129,0.50827,0.53588,0.53039,0.41484,0.83702,1.19074,1.40386,0.000199,0.000199,0.000199
