epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,194.368,1.72999,2.62793,2.22859,0.59993,0.18437,0.11756,0.03642,2.07611,2.9359,2.51627,0.00802,0.00802,0.00802
22,202.75,1.70272,2.54229,2.19893,0.08502,0.1929,0.10653,0.03766,1.97709,2.61282,2.42266,0.007921,0.007921,0.007921
23,211.169,1.68346,2.51419,2.1782,0.0222,0.17583,0.04264,0.01342,2.01713,3.29774,2.47811,0.007822,0.007822,0.007822
24,219.966,1.6405,2.45893,2.12585,0.41271,0.25932,0.19625,0.0799,1.61731,2.32265,2.05559,0.007723,0.007723,0.007723
25,228.369,1.60863,2.38286,2.08849,0.38515,0.24107,0.19686,0.08285,1.62706,2.27359,2.12246,0.007624,0.007624,0.007624
26,236.714,1.59637,2.29914,2.04796,0.10776,0.33944,0.17001,0.07305,1.65096,2.34223,2.10974,0.007525,0.007525,0.007525
27,245.166,1.54778,2.25846,2.05113,0.41073,0.17975,0.17816,0.0702,1.70981,2.50131,2.1938,0.007426,0.007426,0.007426
28,253.983,1.50911,2.22674,2.01785,0.44556,0.22216,0.14588,0.05588,1.72576,2.61482,2.20925,0.007327,0.007327,0.007327
29,262.524,1.48756,2.16476,2.00573,0.12469,0.17425,0.07569,0.03016,2.08928,3.20829,2.54258,0.007228,0.007228,0.007228
30,270.915,1.43386,2.10918,1.96547,0.2477,0.26568,0.18486,0.08122,1.58777,2.44165,2.10976,0.007129,0.007129,0.007129
31,279.288,1.39092,2.04822,1.90758,0.23309,0.34641,0.26392,0.1495,1.40557,2.00505,1.89111,0.00703,0.00703,0.00703
32,287.797,1.34396,1.95843,1.87665,0.34001,0.38188,0.26441,0.13353,1.63673,2.14032,2.11087,0.006931,0.006931,0.006931
33,296.816,1.32295,1.98277,1.84776,0.44547,0.21088,0.17186,0.07974,1.49701,2.33486,2.01296,0.006832,0.006832,0.006832
34,305.149,1.27782,1.87708,1.7995,0.18982,0.39053,0.29815,0.17793,1.3046,1.79657,1.82176,0.006733,0.006733,0.006733
35,313.369,1.25426,1.84194,1.76759,0.21978,0.3499,0.24704,0.14382,1.44764,2.09453,1.93937,0.006634,0.006634,0.006634
36,321.652,1.24507,1.78204,1.75526,0.27966,0.45497,0.32302,0.19011,1.28946,1.7803,1.804,0.006535,0.006535,0.006535
37,329.909,1.20493,1.75949,1.73843,0.28885,0.49778,0.35369,0.22237,1.19509,1.68571,1.768,0.006436,0.006436,0.006436
38,338.182,1.15125,1.68697,1.69886,0.39148,0.4446,0.38019,0.23946,1.24665,1.67549,1.7466,0.006337,0.006337,0.006337
39,346.471,1.14345,1.6704,1.67977,0.34066,0.44557,0.36799,0.23978,1.1418,1.65517,1.62749,0.006238,0.006238,0.006238
40,354.957,1.14396,1.63482,1.66345,0.38528,0.47526,0.40033,0.28155,1.06798,1.41538,1.58081,0.006139,0.006139,0.006139
41,363.517,1.08292,1.55549,1.62025,0.28489,0.49184,0.34214,0.2317,1.08489,1.50793,1.57947,0.00604,0.00604,0.00604
42,371.932,1.08121,1.55147,1.62136,0.46316,0.43482,0.36707,0.23711,1.1745,1.64791,1.7009,0.005941,0.005941,0.005941
43,380.223,1.07516,1.54738,1.6164,0.31575,0.37648,0.28062,0.15051,1.3707,2.04848,1.84958,0.005842,0.005842,0.005842
44,388.75,1.05742,1.52348,1.58891,0.34541,0.31869,0.30403,0.19162,1.30143,1.83493,1.85005,0.005743,0.005743,0.005743
45,397.392,1.04687,1.52763,1.57135,0.41995,0.46091,0.42171,0.29138,1.05948,1.37597,1.58079,0.005644,0.005644,0.005644
46,405.752,1.01536,1.43807,1.55687,0.51099,0.43304,0.4476,0.32073,1.03609,1.37826,1.52303,0.005545,0.005545,0.005545
47,414.043,0.99522,1.40486,1.53063,0.37031,0.58148,0.4354,0.30214,1.07713,1.42639,1.60412,0.005446,0.005446,0.005446
48,422.4,1.00192,1.41702,1.54168,0.44493,0.49073,0.41745,0.29611,1.02381,1.33679,1.55087,0.005347,0.005347,0.005347
49,431.004,1.00329,1.38468,1.52748,0.49155,0.50425,0.42964,0.29738,0.99988,1.37575,1.53306,0.005248,0.005248,0.005248
50,439.236,0.95006,1.29405,1.50228,0.45025,0.54319,0.43163,0.30381,1.01422,1.37159,1.56978,0.005149,0.005149,0.005149
51,447.567,0.97864,1.35066,1.51245,0.46285,0.58193,0.47679,0.32278,1.00259,1.23957,1.5218,0.00505,0.00505,0.00505
52,456.121,0.95792,1.34736,1.5041,0.37086,0.5514,0.43806,0.33683,0.90258,1.32623,1.43627,0.004951,0.004951,0.004951
53,464.726,0.94742,1.28787,1.49147,0.52345,0.51713,0.44828,0.30415,1.02575,1.37699,1.55259,0.004852,0.004852,0.004852
54,473.053,0.94051,1.29437,1.47527,0.40725,0.69012,0.49544,0.36949,0.96839,1.21421,1.4691,0.004753,0.004753,0.004753
55,481.432,0.91302,1.26981,1.46067,0.50514,0.56593,0.49226,0.35964,0.92832,1.20244,1.46348,0.004654,0.004654,0.004654
56,489.716,0.9175,1.29608,1.46359,0.32334,0.48991,0.40806,0.28687,1.00622,1.4893,1.51802,0.004555,0.004555,0.004555
57,498.202,0.89583,1.25348,1.44542,0.43783,0.54355,0.46645,0.36197,0.87946,1.17932,1.36758,0.004456,0.004456,0.004456
58,506.636,0.8745,1.22572,1.43671,0.50422,0.59078,0.51329,0.39464,0.86442,1.11232,1.37312,0.004357,0.004357,0.004357
59,515.42,0.8753,1.22395,1.43588,0.48141,0.50169,0.48968,0.37821,0.92695,1.21245,1.44178,0.004258,0.004258,0.004258
60,523.9,0.87498,1.21656,1.44462,0.54855,0.56852,0.54083,0.41932,0.86962,1.08292,1.39372,0.004159,0.004159,0.004159
61,532.568,0.85615,1.16727,1.40881,0.49112,0.52407,0.48239,0.36417,0.91666,1.15179,1.46516,0.00406,0.00406,0.00406
62,540.994,0.84242,1.15255,1.4036,0.50875,0.51113,0.48405,0.37358,0.8608,1.14065,1.40717,0.003961,0.003961,0.003961
63,549.272,0.83997,1.17682,1.40886,0.44819,0.57612,0.49885,0.39119,0.81486,1.07816,1.34733,0.003862,0.003862,0.003862
64,557.733,0.83683,1.1732,1.40373,0.495,0.5695,0.52394,0.39073,0.8752,1.1077,1.38948,0.003763,0.003763,0.003763
65,566.833,0.8179,1.14257,1.37641,0.44128,0.50374,0.45253,0.34901,0.90535,1.2021,1.43656,0.003664,0.003664,0.003664
66,575.245,0.81022,1.12833,1.3855,0.50853,0.45583,0.50254,0.38852,0.84148,1.13491,1.38011,0.003565,0.003565,0.003565
67,583.591,0.81491,1.12029,1.38947,0.54368,0.47054,0.49472,0.3928,0.84571,1.14091,1.37787,0.003466,0.003466,0.003466
68,591.904,0.78147,1.09907,1.36187,0.55997,0.54361,0.51883,0.40418,0.85502,1.12033,1.365,0.003367,0.003367,0.003367
69,600.341,0.79947,1.11409,1.37253,0.5064,0.52906,0.51358,0.40178,0.84303,1.14746,1.40664,0.003268,0.003268,0.003268
70,608.567,0.77565,1.06748,1.35216,0.61313,0.61122,0.55381,0.44296,0.8039,1.0179,1.31712,0.003169,0.003169,0.003169
71,616.871,0.77719,1.08688,1.36101,0.45506,0.63015,0.51722,0.40339,0.83485,1.06252,1.37607,0.00307,0.00307,0.00307
72,625.101,0.77356,1.06035,1.35902,0.4604,0.51596,0.50331,0.39617,0.82395,1.06445,1.3395,0.002971,0.002971,0.002971
73,633.417,0.77947,1.05439,1.33714,0.63029,0.44126,0.53952,0.43072,0.78611,1.05259,1.32334,0.002872,0.002872,0.002872
74,642.172,0.76732,1.04738,1.3435,0.5606,0.53159,0.53111,0.42543,0.7898,1.00979,1.32975,0.002773,0.002773,0.002773
75,650.528,0.76411,1.06287,1.34004,0.53881,0.48659,0.51103,0.41231,0.81114,1.19065,1.3335,0.002674,0.002674,0.002674
76,659.144,0.76039,1.04031,1.32836,0.52304,0.61833,0.54832,0.43501,0.81462,1.00979,1.32845,0.002575,0.002575,0.002575
77,667.545,0.76516,1.01657,1.34612,0.58704,0.50657,0.53007,0.4169,0.82828,1.13891,1.35428,0.002476,0.002476,0.002476
78,676.101,0.74234,0.99899,1.315,0.54338,0.54451,0.54232,0.43786,0.75856,1.05024,1.27763,0.002377,0.002377,0.002377
79,684.425,0.73051,0.98368,1.31521,0.48738,0.64171,0.56057,0.45541,0.76409,0.99157,1.28247,0.002278,0.002278,0.002278
80,692.917,0.73552,0.99144,1.30873,0.49916,0.52274,0.52442,0.42361,0.74945,1.01598,1.26364,0.002179,0.002179,0.002179
81,701.245,0.73914,1.00036,1.31875,0.46292,0.52411,0.51106,0.41072,0.76241,1.02675,1.26939,0.00208,0.00208,0.00208
82,709.897,0.73989,0.98623,1.31447,0.49155,0.57932,0.55362,0.44406,0.73955,1.05603,1.23909,0.001981,0.001981,0.001981
83,718.234,0.70523,0.96805,1.29361,0.50978,0.58539,0.559,0.43573,0.78127,1.04241,1.2882,0.001882,0.001882,0.001882
84,726.644,0.7101,0.96405,1.30056,0.53914,0.51988,0.53026,0.41883,0.78849,1.11262,1.30207,0.001783,0.001783,0.001783
85,734.967,0.73283,0.97627,1.30643,0.56583,0.52696,0.56997,0.44912,0.76532,1.05515,1.28764,0.001684,0.001684,0.001684
86,743.861,0.67912,0.9554,1.279,0.49963,0.62693,0.56682,0.45615,0.69554,1.0192,1.22272,0.001585,0.001585,0.001585
87,752.329,0.67816,0.9388,1.26574,0.6532,0.51678,0.58656,0.46924,0.69935,0.95955,1.20747,0.001486,0.001486,0.001486
88,760.756,0.69342,0.93073,1.29393,0.56579,0.4902,0.55755,0.43513,0.78344,1.03179,1.3092,0.001387,0.001387,0.001387
89,769.089,0.67427,0.91059,1.2823,0.6375,0.45781,0.56769,0.45769,0.71998,0.96829,1.24493,0.001288,0.001288,0.001288
90,777.811,0.67654,0.92501,1.26075,0.6265,0.53031,0.56114,0.45529,0.74311,1.01797,1.26875,0.001189,0.001189,0.001189
91,788.307,0.63375,0.98752,1.24121,0.58484,0.4546,0.5162,0.38306,0.84845,1.13704,1.37777,0.00109,0.00109,0.00109
92,796.572,0.59994,0.79992,1.23823,0.58331,0.51854,0.55438,0.43967,0.76567,0.98298,1.2765,0.000991,0.000991,0.000991
93,804.86,0.55014,0.741,1.17698,0.62761,0.5723,0.582,0.46381,0.76326,0.96658,1.28448,0.000892,0.000892,0.000892
94,813.086,0.54672,0.71944,1.18288,0.62739,0.57238,0.58922,0.48461,0.69203,0.95953,1.20024,0.000793,0.000793,0.000793
95,821.23,0.53912,0.70117,1.16126,0.59746,0.59007,0.59427,0.48302,0.71897,0.95607,1.23438,0.000694,0.000694,0.000694
96,829.388,0.54035,0.70278,1.15909,0.54869,0.56008,0.57602,0.47235,0.72063,0.98699,1.23557,0.000595,0.000595,0.000595
97,838.398,0.52335,0.68068,1.15506,0.63941,0.48709,0.57647,0.4658,0.73601,1.00949,1.24153,0.000496,0.000496,0.000496
98,846.636,0.53768,0.70457,1.17519,0.71438,0.4949,0.5764,0.46878,0.71477,0.94681,1.22154,0.000397,0.000397,0.000397
99,854.811,0.53051,0.66602,1.17428,0.70267,0.48523,0.57022,0.46792,0.68662,0.97898,1.19482,0.000298,0.000298,0.000298
100,862.924,0.51505,0.68461,1.13226,0.65795,0.52335,0.57427,0.46513,0.72411,0.97885,1.24144,0.000199,0.000199,0.000199
